epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1747090557532,2025-05-12T22:55:57.532000,3.532,0.11,-0.42,0.4
1747090557542,2025-05-12T22:55:57.542000,3.542,0.13,-0.57,0.4
1747090557552,2025-05-12T22:55:57.552000,3.552,0.2,-0.63,0.33
1747090557562,2025-05-12T22:55:57.562000,3.562,0.26,-0.66,0.19
1747090557572,2025-05-12T22:55:57.572000,3.572,0.32,-0.64,0.03
1747090557582,2025-05-12T22:55:57.582000,3.582,0.38,-0.55,-0.08
1747090557592,2025-05-12T22:55:57.592000,3.592,0.41,-0.41,-0.22
1747090557602,2025-05-12T22:55:57.602000,3.602,0.37,-0.3,-0.38
1747090557612,2025-05-12T22:55:57.612000,3.612,0.26,-0.23,-0.45
1747090557622,2025-05-12T22:55:57.622000,3.622,0.12,-0.2,-0.54
1747090557632,2025-05-12T22:55:57.632000,3.632,0.06,-0.25,-0.54
1747090557642,2025-05-12T22:55:57.642000,3.642,0.12,-0.31,-0.42
1747090557652,2025-05-12T22:55:57.652000,3.652,0.19,-0.35,-0.37
1747090557662,2025-05-12T22:55:57.662000,3.662,0.21,-0.37,-0.4
1747090557671,2025-05-12T22:55:57.671000,3.671,0.2,-0.33,-0.35
1747090557682,2025-05-12T22:55:57.682000,3.682,0.12,-0.27,-0.26
1747090557692,2025-05-12T22:55:57.692000,3.692,0.04,-0.23,-0.23
1747090557701,2025-05-12T22:55:57.701000,3.701,-0.04,-0.23,-0.33
1747090557711,2025-05-12T22:55:57.711000,3.711,-0.05,-0.25,-0.39
1747090557721,2025-05-12T22:55:57.721000,3.721,-0.05,-0.21,-0.3
1747090557731,2025-05-12T22:55:57.731000,3.731,-0.08,-0.19,-0.27
1747090557741,2025-05-12T22:55:57.741000,3.741,-0.14,-0.17,-0.28
1747090557751,2025-05-12T22:55:57.751000,3.751,-0.29,-0.19,-0.17
1747090557761,2025-05-12T22:55:57.761000,3.761,-0.36,-0.19,-0.06
1747090557771,2025-05-12T22:55:57.771000,3.771,-0.31,-0.13,-0.12
1747090557781,2025-05-12T22:55:57.781000,3.781,-0.17,-0.03,-0.29
1747090557791,2025-05-12T22:55:57.791000,3.791,-0.03,0.04,-0.57
1747090557801,2025-05-12T22:55:57.801000,3.801,-0.01,0.17,-0.89
1747090557811,2025-05-12T22:55:57.811000,3.811,0.14,0.31,-1.19
1747090557821,2025-05-12T22:55:57.821000,3.821,0.33,0.4,-1.47
1747090557831,2025-05-12T22:55:57.831000,3.831,0.46,0.38,-1.38
1747090557841,2025-05-12T22:55:57.841000,3.841,0.39,0.23,-0.95
1747090557851,2025-05-12T22:55:57.851000,3.851,0.2,0.11,-0.34
1747090557860,2025-05-12T22:55:57.860000,3.86,0.05,0.04,0.15
1747090557870,2025-05-12T22:55:57.870000,3.87,0.01,-0.1,0.46
1747090557880,2025-05-12T22:55:57.880000,3.88,0.04,-0.26,0.35
1747090557890,2025-05-12T22:55:57.890000,3.89,0.18,-0.36,0.06
1747090557900,2025-05-12T22:55:57.900000,3.9,0.38,-0.36,-0.23
1747090557910,2025-05-12T22:55:57.910000,3.91,0.55,-0.3,-0.55
1747090557920,2025-05-12T22:55:57.920000,3.92,0.66,-0.21,-0.85
1747090557930,2025-05-12T22:55:57.930000,3.93,0.64,-0.16,-1.08
1747090557940,2025-05-12T22:55:57.940000,3.94,0.58,-0.1,-1.09
1747090557950,2025-05-12T22:55:57.950000,3.95,0.48,-0.01,-1.04
1747090557960,2025-05-12T22:55:57.960000,3.96,0.25,0.03,-0.78
1747090557970,2025-05-12T22:55:57.970000,3.97,-0.03,0.01,-0.55
1747090557980,2025-05-12T22:55:57.980000,3.98,-0.25,-0.04,-0.61
1747090557990,2025-05-12T22:55:57.990000,3.99,-0.27,-0.03,-0.68
1747090558000,2025-05-12T22:55:58.000000,4.0,-0.17,0.03,-0.77
1747090558010,2025-05-12T22:55:58.010000,4.01,-0.19,0.03,-0.75
1747090558020,2025-05-12T22:55:58.020000,4.02,-0.33,-0.03,-0.83
1747090558030,2025-05-12T22:55:58.030000,4.03,-0.53,-0.07,-0.9
1747090558040,2025-05-12T22:55:58.040000,4.04,-0.67,-0.07,-0.92
1747090558050,2025-05-12T22:55:58.050000,4.05,-0.65,-0.07,-0.92
1747090558060,2025-05-12T22:55:58.060000,4.06,-0.43,-0.04,-0.8
1747090558069,2025-05-12T22:55:58.069000,4.069,-0.19,-0.02,-0.7
1747090558080,2025-05-12T22:55:58.080000,4.08,-0.08,-0.01,-0.59
1747090558089,2025-05-12T22:55:58.089000,4.089,-0.07,0.03,-0.49
1747090558099,2025-05-12T22:55:58.099000,4.099,-0.03,0.07,-0.44
1747090558109,2025-05-12T22:55:58.109000,4.109,0.12,0.11,-0.45
1747090558119,2025-05-12T22:55:58.119000,4.119,0.28,0.11,-0.43
1747090558129,2025-05-12T22:55:58.129000,4.129,0.4,0.1,-0.41
1747090558139,2025-05-12T22:55:58.139000,4.139,0.39,0.07,-0.48
1747090558149,2025-05-12T22:55:58.149000,4.149,0.35,0.01,-0.48
1747090558159,2025-05-12T22:55:58.159000,4.159,0.36,-0.03,-0.52
1747090558169,2025-05-12T22:55:58.169000,4.169,0.4,-0.02,-0.48
1747090558179,2025-05-12T22:55:58.179000,4.179,0.39,-0.05,-0.57
1747090558189,2025-05-12T22:55:58.189000,4.189,0.33,-0.09,-0.73
1747090558199,2025-05-12T22:55:58.199000,4.199,0.17,-0.17,-0.88
1747090558209,2025-05-12T22:55:58.209000,4.209,-0.02,-0.27,-1.05
1747090558219,2025-05-12T22:55:58.219000,4.219,-0.18,-0.39,-1.28
1747090558229,2025-05-12T22:55:58.229000,4.229,-0.28,-0.54,-1.37
1747090558239,2025-05-12T22:55:58.239000,4.239,-0.36,-0.7,-1.5
1747090558249,2025-05-12T22:55:58.249000,4.249,-0.42,-0.81,-1.63
1747090558259,2025-05-12T22:55:58.259000,4.259,-0.39,-0.91,-1.73
1747090558269,2025-05-12T22:55:58.269000,4.269,-0.24,-0.89,-2.19
1747090558278,2025-05-12T22:55:58.278000,4.278,-0.09,-0.78,-2.5
1747090558288,2025-05-12T22:55:58.288000,4.288,-0.03,-0.57,-2.47
1747090558298,2025-05-12T22:55:58.298000,4.298,-0.13,-0.33,-2.15
1747090558308,2025-05-12T22:55:58.308000,4.308,-0.25,-0.15,-1.8
1747090558318,2025-05-12T22:55:58.318000,4.318,-0.24,-0.05,-1.68
1747090558328,2025-05-12T22:55:58.328000,4.328,-0.22,-0.04,-1.59
1747090558338,2025-05-12T22:55:58.338000,4.338,-0.28,-0.1,-1.68
1747090558348,2025-05-12T22:55:58.348000,4.348,-0.42,-0.15,-1.74
1747090558358,2025-05-12T22:55:58.358000,4.358,-0.51,-0.13,-1.59
1747090558368,2025-05-12T22:55:58.368000,4.368,-0.5,-0.04,-1.38
1747090558378,2025-05-12T22:55:58.378000,4.378,-0.46,0.04,-1.09
1747090558388,2025-05-12T22:55:58.388000,4.388,-0.49,0.03,-0.91
1747090558398,2025-05-12T22:55:58.398000,4.398,-0.51,-0.04,-0.94
1747090558408,2025-05-12T22:55:58.408000,4.408,-0.49,-0.16,-0.97
1747090558418,2025-05-12T22:55:58.418000,4.418,-0.41,-0.19,-1.14
1747090558428,2025-05-12T22:55:58.428000,4.428,-0.26,-0.12,-1.22
1747090558438,2025-05-12T22:55:58.438000,4.438,-0.11,-0.09,-1.1
1747090558448,2025-05-12T22:55:58.448000,4.448,0.06,-0.06,-0.99
1747090558457,2025-05-12T22:55:58.457000,4.457,0.27,-0.06,-0.99
1747090558468,2025-05-12T22:55:58.468000,4.468,0.42,-0.11,-0.89
1747090558477,2025-05-12T22:55:58.477000,4.477,0.45,-0.27,-0.69
1747090558487,2025-05-12T22:55:58.487000,4.487,0.43,-0.56,-0.68
1747090558497,2025-05-12T22:55:58.497000,4.497,0.38,-0.85,-0.82
1747090558507,2025-05-12T22:55:58.507000,4.507,0.41,-1.02,-0.89
1747090558517,2025-05-12T22:55:58.517000,4.517,0.49,-1.14,-0.79
1747090558527,2025-05-12T22:55:58.527000,4.527,0.62,-1.18,-0.74
1747090558537,2025-05-12T22:55:58.537000,4.537,0.6,-1.17,-0.84
1747090558547,2025-05-12T22:55:58.547000,4.547,0.49,-1.17,-0.92
1747090558557,2025-05-12T22:55:58.557000,4.557,0.36,-1.12,-1.21
1747090558567,2025-05-12T22:55:58.567000,4.567,0.34,-1.11,-1.51
1747090558577,2025-05-12T22:55:58.577000,4.577,0.43,-1.15,-1.87
1747090558587,2025-05-12T22:55:58.587000,4.587,0.54,-1.16,-2.3
1747090558597,2025-05-12T22:55:58.597000,4.597,0.7,-1.09,-2.54
1747090558607,2025-05-12T22:55:58.607000,4.607,0.87,-0.92,-2.39
1747090558617,2025-05-12T22:55:58.617000,4.617,0.94,-0.65,-2.01
1747090558627,2025-05-12T22:55:58.627000,4.627,0.81,-0.33,-1.58
1747090558637,2025-05-12T22:55:58.637000,4.637,0.43,-0.1,-1.12
1747090558647,2025-05-12T22:55:58.647000,4.647,-0.0,-0.02,-0.76
1747090558657,2025-05-12T22:55:58.657000,4.657,-0.27,-0.01,-0.77
1747090558666,2025-05-12T22:55:58.666000,4.666,-0.27,-0.05,-1.06
1747090558677,2025-05-12T22:55:58.677000,4.677,-0.07,-0.06,-1.24
1747090558686,2025-05-12T22:55:58.686000,4.686,0.16,-0.03,-1.16
1747090558697,2025-05-12T22:55:58.697000,4.697,0.21,0.08,-0.78
1747090558706,2025-05-12T22:55:58.706000,4.706,0.07,0.2,-0.17
1747090558716,2025-05-12T22:55:58.716000,4.716,-0.07,0.28,0.23
1747090558726,2025-05-12T22:55:58.726000,4.726,-0.05,0.35,0.29
1747090558736,2025-05-12T22:55:58.736000,4.736,0.08,0.44,0.21
1747090558746,2025-05-12T22:55:58.746000,4.746,0.12,0.5,0.05
1747090558756,2025-05-12T22:55:58.756000,4.756,0.09,0.5,-0.09
1747090558766,2025-05-12T22:55:58.766000,4.766,-0.0,0.51,-0.03
1747090558776,2025-05-12T22:55:58.776000,4.776,-0.1,0.46,0.24
1747090558786,2025-05-12T22:55:58.786000,4.786,-0.1,0.38,0.5
1747090558796,2025-05-12T22:55:58.796000,4.796,0.01,0.32,0.58
1747090558806,2025-05-12T22:55:58.806000,4.806,0.13,0.28,0.6
1747090558816,2025-05-12T22:55:58.816000,4.816,0.21,0.32,0.7
1747090558826,2025-05-12T22:55:58.826000,4.826,0.3,0.37,0.92
1747090558836,2025-05-12T22:55:58.836000,4.836,0.38,0.39,1.1
1747090558846,2025-05-12T22:55:58.846000,4.846,0.33,0.33,1.19
1747090558855,2025-05-12T22:55:58.855000,4.855,0.2,0.22,1.15
1747090558866,2025-05-12T22:55:58.866000,4.866,0.11,0.14,1.07
1747090558876,2025-05-12T22:55:58.876000,4.876,0.09,0.09,0.97
1747090558885,2025-05-12T22:55:58.885000,4.885,0.07,0.1,0.86
1747090558895,2025-05-12T22:55:58.895000,4.895,0.07,0.2,0.77
1747090558905,2025-05-12T22:55:58.905000,4.905,0.14,0.38,0.76
1747090558915,2025-05-12T22:55:58.915000,4.915,0.21,0.54,0.87
1747090558925,2025-05-12T22:55:58.925000,4.925,0.16,0.61,1.01
1747090558935,2025-05-12T22:55:58.935000,4.935,0.04,0.52,1.15
1747090558945,2025-05-12T22:55:58.945000,4.945,-0.02,0.33,1.0
1747090558955,2025-05-12T22:55:58.955000,4.955,-0.05,0.18,0.84
1747090558965,2025-05-12T22:55:58.965000,4.965,-0.1,0.11,0.85
1747090558975,2025-05-12T22:55:58.975000,4.975,-0.08,0.14,0.97
1747090558985,2025-05-12T22:55:58.985000,4.985,-0.1,0.23,1.1
1747090558995,2025-05-12T22:55:58.995000,4.995,-0.1,0.27,1.18
1747090559005,2025-05-12T22:55:59.005000,5.005,-0.07,0.32,1.21
1747090559015,2025-05-12T22:55:59.015000,5.015,-0.06,0.36,1.29
1747090559025,2025-05-12T22:55:59.025000,5.025,-0.07,0.31,1.38
1747090559034,2025-05-12T22:55:59.034000,5.034,-0.03,0.18,1.55
1747090559045,2025-05-12T22:55:59.045000,5.045,0.13,-0.06,1.65
1747090559055,2025-05-12T22:55:59.055000,5.055,0.32,-0.2,1.59
1747090559065,2025-05-12T22:55:59.065000,5.065,0.45,-0.28,1.48
1747090559075,2025-05-12T22:55:59.075000,5.075,0.47,-0.29,1.39
1747090559084,2025-05-12T22:55:59.084000,5.084,0.44,-0.2,1.25
1747090559094,2025-05-12T22:55:59.094000,5.094,0.41,-0.07,1.2
1747090559104,2025-05-12T22:55:59.104000,5.104,0.4,0.05,1.25
1747090559114,2025-05-12T22:55:59.114000,5.114,0.4,-0.02,1.27
1747090559124,2025-05-12T22:55:59.124000,5.124,0.36,-0.29,1.35
1747090559134,2025-05-12T22:55:59.134000,5.134,0.37,-0.68,1.52
1747090559144,2025-05-12T22:55:59.144000,5.144,0.5,-1.1,1.73
1747090559154,2025-05-12T22:55:59.154000,5.154,0.69,-1.45,1.92
1747090559164,2025-05-12T22:55:59.164000,5.164,0.77,-1.67,1.84
1747090559174,2025-05-12T22:55:59.174000,5.174,0.81,-1.66,1.6
1747090559184,2025-05-12T22:55:59.184000,5.184,0.8,-1.49,1.34
1747090559194,2025-05-12T22:55:59.194000,5.194,0.69,-1.17,1.26
1747090559204,2025-05-12T22:55:59.204000,5.204,0.42,-0.85,1.63
1747090559214,2025-05-12T22:55:59.214000,5.214,0.11,-0.48,1.99
1747090559224,2025-05-12T22:55:59.224000,5.224,-0.07,-0.14,2.25
1747090559234,2025-05-12T22:55:59.234000,5.234,-0.03,0.14,2.41
1747090559244,2025-05-12T22:55:59.244000,5.244,0.08,0.31,2.56
1747090559254,2025-05-12T22:55:59.254000,5.254,0.03,0.3,2.74
1747090559263,2025-05-12T22:55:59.263000,5.263,-0.22,0.19,2.91
1747090559273,2025-05-12T22:55:59.273000,5.273,-0.5,0.09,3.02
1747090559283,2025-05-12T22:55:59.283000,5.283,-0.68,0.07,3.23
1747090559293,2025-05-12T22:55:59.293000,5.293,-0.62,0.14,3.46
1747090559303,2025-05-12T22:55:59.303000,5.303,-0.34,0.26,3.7
1747090559313,2025-05-12T22:55:59.313000,5.313,-0.1,0.34,3.86
1747090559323,2025-05-12T22:55:59.323000,5.323,-0.08,0.31,3.99
1747090559333,2025-05-12T22:55:59.333000,5.333,-0.09,0.19,4.04
1747090559343,2025-05-12T22:55:59.343000,5.343,0.04,0.04,3.95
1747090559353,2025-05-12T22:55:59.353000,5.353,0.24,-0.06,3.88
1747090559363,2025-05-12T22:55:59.363000,5.363,0.36,-0.11,3.81
1747090559373,2025-05-12T22:55:59.373000,5.373,0.46,-0.09,3.82
1747090559383,2025-05-12T22:55:59.383000,5.383,0.51,-0.02,3.84
1747090559393,2025-05-12T22:55:59.393000,5.393,0.49,0.04,3.72
1747090559403,2025-05-12T22:55:59.403000,5.403,0.46,0.05,3.47
1747090559413,2025-05-12T22:55:59.413000,5.413,0.47,0.06,3.2
1747090559423,2025-05-12T22:55:59.423000,5.423,0.45,0.09,3.0
1747090559433,2025-05-12T22:55:59.433000,5.433,0.35,0.13,2.77
1747090559443,2025-05-12T22:55:59.443000,5.443,0.25,0.17,2.76
1747090559452,2025-05-12T22:55:59.452000,5.452,0.21,0.21,2.84
1747090559462,2025-05-12T22:55:59.462000,5.462,0.24,0.23,2.76
1747090559472,2025-05-12T22:55:59.472000,5.472,0.23,0.3,2.66
1747090559482,2025-05-12T22:55:59.482000,5.482,0.18,0.41,2.44
1747090559492,2025-05-12T22:55:59.492000,5.492,0.1,0.52,2.17
1747090559502,2025-05-12T22:55:59.502000,5.502,0.06,0.6,2.03
1747090559512,2025-05-12T22:55:59.512000,5.512,0.12,0.6,2.04
1747090559522,2025-05-12T22:55:59.522000,5.522,0.17,0.54,1.91
1747090559532,2025-05-12T22:55:59.532000,5.532,0.08,0.47,1.71
1747090559542,2025-05-12T22:55:59.542000,5.542,-0.03,0.39,1.59
1747090559552,2025-05-12T22:55:59.552000,5.552,-0.08,0.33,1.31
1747090559562,2025-05-12T22:55:59.562000,5.562,-0.16,0.36,0.98
1747090559572,2025-05-12T22:55:59.572000,5.572,-0.24,0.43,0.66
1747090559582,2025-05-12T22:55:59.582000,5.582,-0.29,0.54,0.42
1747090559592,2025-05-12T22:55:59.592000,5.592,-0.2,0.68,0.23
1747090559602,2025-05-12T22:55:59.602000,5.602,-0.0,0.81,0.13
1747090559612,2025-05-12T22:55:59.612000,5.612,0.1,0.88,0.24
1747090559622,2025-05-12T22:55:59.622000,5.622,0.01,0.86,0.39
1747090559632,2025-05-12T22:55:59.632000,5.632,-0.13,0.75,0.48
1747090559642,2025-05-12T22:55:59.642000,5.642,-0.08,0.64,0.45
1747090559652,2025-05-12T22:55:59.652000,5.652,0.08,0.56,0.38
1747090559662,2025-05-12T22:55:59.662000,5.662,0.23,0.52,0.26
1747090559671,2025-05-12T22:55:59.671000,5.671,0.27,0.53,0.13
1747090559681,2025-05-12T22:55:59.681000,5.681,0.2,0.57,0.03
1747090559691,2025-05-12T22:55:59.691000,5.691,0.1,0.64,-0.08
1747090559701,2025-05-12T22:55:59.701000,5.701,0.04,0.66,-0.04
1747090559711,2025-05-12T22:55:59.711000,5.711,-0.04,0.6,-0.13
1747090559721,2025-05-12T22:55:59.721000,5.721,-0.09,0.48,-0.41
1747090559731,2025-05-12T22:55:59.731000,5.731,-0.08,0.33,-0.72
1747090559741,2025-05-12T22:55:59.741000,5.741,0.03,0.18,-0.89
1747090559751,2025-05-12T22:55:59.751000,5.751,0.22,0.06,-0.93
1747090559761,2025-05-12T22:55:59.761000,5.761,0.38,-0.01,-0.99
1747090559771,2025-05-12T22:55:59.771000,5.771,0.49,-0.07,-0.97
1747090559781,2025-05-12T22:55:59.781000,5.781,0.53,-0.13,-0.87
1747090559791,2025-05-12T22:55:59.791000,5.791,0.54,-0.17,-0.86
1747090559801,2025-05-12T22:55:59.801000,5.801,0.51,-0.21,-0.89
1747090559811,2025-05-12T22:55:59.811000,5.811,0.47,-0.27,-0.96
1747090559821,2025-05-12T22:55:59.821000,5.821,0.39,-0.3,-1.07
1747090559831,2025-05-12T22:55:59.831000,5.831,0.29,-0.34,-1.13
1747090559841,2025-05-12T22:55:59.841000,5.841,0.2,-0.36,-1.23
1747090559851,2025-05-12T22:55:59.851000,5.851,0.16,-0.41,-1.35
1747090559860,2025-05-12T22:55:59.860000,5.86,0.13,-0.48,-1.43
1747090559870,2025-05-12T22:55:59.870000,5.87,0.09,-0.52,-1.44
1747090559880,2025-05-12T22:55:59.880000,5.88,0.09,-0.55,-1.43
1747090559890,2025-05-12T22:55:59.890000,5.89,0.08,-0.58,-1.35
1747090559900,2025-05-12T22:55:59.900000,5.9,0.15,-0.6,-1.33
1747090559910,2025-05-12T22:55:59.910000,5.91,0.26,-0.62,-1.34
1747090559920,2025-05-12T22:55:59.920000,5.92,0.4,-0.6,-1.35
1747090559930,2025-05-12T22:55:59.930000,5.93,0.46,-0.62,-1.36
1747090559940,2025-05-12T22:55:59.940000,5.94,0.43,-0.68,-1.33
1747090559950,2025-05-12T22:55:59.950000,5.95,0.25,-0.72,-1.53
1747090559960,2025-05-12T22:55:59.960000,5.96,0.03,-0.74,-1.85
1747090559970,2025-05-12T22:55:59.970000,5.97,-0.08,-0.63,-2.14
1747090559980,2025-05-12T22:55:59.980000,5.98,-0.1,-0.45,-2.28
1747090559990,2025-05-12T22:55:59.990000,5.99,-0.03,-0.27,-2.27
1747090560000,2025-05-12T22:56:00.000000,6.0,0.12,-0.15,-2.13
1747090560010,2025-05-12T22:56:00.010000,6.01,0.23,-0.12,-1.77
1747090560020,2025-05-12T22:56:00.020000,6.02,0.2,-0.2,-1.34
1747090560029,2025-05-12T22:56:00.029000,6.029,-0.01,-0.37,-1.12
1747090560040,2025-05-12T22:56:00.040000,6.04,-0.17,-0.51,-1.33
1747090560050,2025-05-12T22:56:00.050000,6.05,-0.17,-0.55,-1.51
1747090560060,2025-05-12T22:56:00.060000,6.06,-0.06,-0.52,-1.45
1747090560069,2025-05-12T22:56:00.069000,6.069,0.05,-0.45,-1.4
1747090560079,2025-05-12T22:56:00.079000,6.079,-0.0,-0.37,-1.43
1747090560089,2025-05-12T22:56:00.089000,6.089,-0.11,-0.29,-1.52
1747090560099,2025-05-12T22:56:00.099000,6.099,-0.16,-0.24,-1.59
1747090560109,2025-05-12T22:56:00.109000,6.109,-0.14,-0.2,-1.6
1747090560119,2025-05-12T22:56:00.119000,6.119,-0.06,-0.17,-1.67
1747090560129,2025-05-12T22:56:00.129000,6.129,-0.0,-0.08,-1.74
1747090560139,2025-05-12T22:56:00.139000,6.139,0.06,-0.04,-1.71
1747090560149,2025-05-12T22:56:00.149000,6.149,0.1,0.02,-1.58
1747090560159,2025-05-12T22:56:00.159000,6.159,0.14,0.06,-1.42
1747090560169,2025-05-12T22:56:00.169000,6.169,0.04,0.07,-1.39
1747090560179,2025-05-12T22:56:00.179000,6.179,-0.16,0.1,-1.49
1747090560189,2025-05-12T22:56:00.189000,6.189,-0.29,0.14,-1.58
1747090560199,2025-05-12T22:56:00.199000,6.199,-0.3,0.21,-1.7
1747090560209,2025-05-12T22:56:00.209000,6.209,-0.17,0.29,-1.82
1747090560219,2025-05-12T22:56:00.219000,6.219,0.04,0.32,-1.81
1747090560229,2025-05-12T22:56:00.229000,6.229,0.11,0.32,-1.68
1747090560238,2025-05-12T22:56:00.238000,6.238,0.07,0.27,-1.53
1747090560249,2025-05-12T22:56:00.249000,6.249,-0.01,0.16,-1.35
1747090560258,2025-05-12T22:56:00.258000,6.258,-0.03,0.02,-1.2
1747090560268,2025-05-12T22:56:00.268000,6.268,0.03,-0.11,-1.15
1747090560278,2025-05-12T22:56:00.278000,6.278,0.11,-0.26,-1.23
1747090560288,2025-05-12T22:56:00.288000,6.288,0.13,-0.41,-1.41
1747090560298,2025-05-12T22:56:00.298000,6.298,0.09,-0.55,-1.53
1747090560308,2025-05-12T22:56:00.308000,6.308,0.03,-0.62,-1.57
1747090560318,2025-05-12T22:56:00.318000,6.318,0.09,-0.59,-1.52
1747090560328,2025-05-12T22:56:00.328000,6.328,0.27,-0.46,-1.37
1747090560338,2025-05-12T22:56:00.338000,6.338,0.45,-0.28,-1.13
1747090560348,2025-05-12T22:56:00.348000,6.348,0.55,-0.14,-0.84
1747090560358,2025-05-12T22:56:00.358000,6.358,0.56,-0.03,-0.64
1747090560368,2025-05-12T22:56:00.368000,6.368,0.57,-0.01,-0.28
1747090560378,2025-05-12T22:56:00.378000,6.378,0.52,-0.08,-0.1
1747090560388,2025-05-12T22:56:00.388000,6.388,0.42,-0.21,-0.19
1747090560398,2025-05-12T22:56:00.398000,6.398,0.37,-0.29,-0.34
1747090560408,2025-05-12T22:56:00.408000,6.408,0.28,-0.28,-0.63
1747090560418,2025-05-12T22:56:00.418000,6.418,0.22,-0.22,-0.9
1747090560428,2025-05-12T22:56:00.428000,6.428,0.25,-0.09,-1.06
1747090560438,2025-05-12T22:56:00.438000,6.438,0.27,0.09,-1.1
1747090560448,2025-05-12T22:56:00.448000,6.448,0.33,0.25,-1.13
1747090560457,2025-05-12T22:56:00.457000,6.457,0.34,0.34,-1.19
1747090560467,2025-05-12T22:56:00.467000,6.467,0.3,0.34,-1.13
1747090560477,2025-05-12T22:56:00.477000,6.477,0.21,0.3,-1.0
1747090560487,2025-05-12T22:56:00.487000,6.487,0.21,0.21,-0.79
1747090560497,2025-05-12T22:56:00.497000,6.497,0.26,0.13,-0.61
1747090560507,2025-05-12T22:56:00.507000,6.507,0.32,0.07,-0.49
1747090560517,2025-05-12T22:56:00.517000,6.517,0.36,0.06,-0.44
1747090560527,2025-05-12T22:56:00.527000,6.527,0.34,0.09,-0.37
1747090560537,2025-05-12T22:56:00.537000,6.537,0.33,0.13,-0.12
1747090560547,2025-05-12T22:56:00.547000,6.547,0.31,0.16,0.23
1747090560557,2025-05-12T22:56:00.557000,6.557,0.33,0.17,0.38
1747090560567,2025-05-12T22:56:00.567000,6.567,0.45,0.17,0.32
1747090560577,2025-05-12T22:56:00.577000,6.577,0.63,0.1,0.1
1747090560587,2025-05-12T22:56:00.587000,6.587,0.78,0.01,-0.13
1747090560597,2025-05-12T22:56:00.597000,6.597,0.84,-0.04,-0.3
1747090560607,2025-05-12T22:56:00.607000,6.607,0.78,-0.11,-0.24
1747090560617,2025-05-12T22:56:00.617000,6.617,0.46,-0.12,0.05
1747090560627,2025-05-12T22:56:00.627000,6.627,-0.05,-0.05,0.49
1747090560636,2025-05-12T22:56:00.636000,6.636,-0.36,0.0,0.64
1747090560647,2025-05-12T22:56:00.647000,6.647,-0.1,0.04,0.44
1747090560656,2025-05-12T22:56:00.656000,6.656,0.5,0.1,0.25
1747090560667,2025-05-12T22:56:00.667000,6.667,0.79,0.12,0.23
1747090560676,2025-05-12T22:56:00.676000,6.676,0.55,0.04,0.34
1747090560686,2025-05-12T22:56:00.686000,6.686,0.08,-0.07,0.31
1747090560696,2025-05-12T22:56:00.696000,6.696,-0.08,-0.13,0.26
1747090560706,2025-05-12T22:56:00.706000,6.706,0.06,-0.08,0.2
1747090560716,2025-05-12T22:56:00.716000,6.716,0.22,0.03,0.1
1747090560726,2025-05-12T22:56:00.726000,6.726,0.18,0.1,-0.14
1747090560736,2025-05-12T22:56:00.736000,6.736,0.1,0.2,-0.4
1747090560746,2025-05-12T22:56:00.746000,6.746,0.12,0.31,-0.53
1747090560756,2025-05-12T22:56:00.756000,6.756,0.26,0.4,-0.56
1747090560766,2025-05-12T22:56:00.766000,6.766,0.36,0.46,-0.48
1747090560776,2025-05-12T22:56:00.776000,6.776,0.36,0.46,-0.27
1747090560786,2025-05-12T22:56:00.786000,6.786,0.37,0.39,-0.15
1747090560796,2025-05-12T22:56:00.796000,6.796,0.42,0.36,-0.08
1747090560806,2025-05-12T22:56:00.806000,6.806,0.48,0.35,0.09
1747090560816,2025-05-12T22:56:00.816000,6.816,0.46,0.32,0.23
1747090560826,2025-05-12T22:56:00.826000,6.826,0.32,0.23,0.3
1747090560836,2025-05-12T22:56:00.836000,6.836,0.2,0.15,0.32
1747090560845,2025-05-12T22:56:00.845000,6.845,0.19,0.06,0.25
1747090560855,2025-05-12T22:56:00.855000,6.855,0.24,-0.0,0.22
1747090560865,2025-05-12T22:56:00.865000,6.865,0.31,0.01,0.15
1747090560875,2025-05-12T22:56:00.875000,6.875,0.33,0.07,0.03
1747090560885,2025-05-12T22:56:00.885000,6.885,0.26,0.18,-0.01
1747090560895,2025-05-12T22:56:00.895000,6.895,0.18,0.25,0.01
1747090560905,2025-05-12T22:56:00.905000,6.905,0.12,0.27,0.1
1747090560915,2025-05-12T22:56:00.915000,6.915,0.1,0.19,0.13
1747090560925,2025-05-12T22:56:00.925000,6.925,0.09,0.08,0.05
1747090560935,2025-05-12T22:56:00.935000,6.935,0.08,-0.02,-0.04
1747090560945,2025-05-12T22:56:00.945000,6.945,0.09,-0.11,-0.08
1747090560955,2025-05-12T22:56:00.955000,6.955,0.12,-0.16,0.03
1747090560965,2025-05-12T22:56:00.965000,6.965,0.16,-0.13,0.19
1747090560975,2025-05-12T22:56:00.975000,6.975,0.12,-0.05,0.33
1747090560985,2025-05-12T22:56:00.985000,6.985,0.08,0.09,0.36
1747090560995,2025-05-12T22:56:00.995000,6.995,0.08,0.26,0.41
1747090561005,2025-05-12T22:56:01.005000,7.005,0.14,0.42,0.46
1747090561015,2025-05-12T22:56:01.015000,7.015,0.17,0.55,0.59
1747090561025,2025-05-12T22:56:01.025000,7.025,0.13,0.59,0.54
1747090561034,2025-05-12T22:56:01.034000,7.034,0.05,0.57,0.39
